customerID,loanId,appilcationDate,LoanNumber,LoanAmount,InterestRate,TermDays,repaymentDueDate,repaymentPaidDate
30211120,302601245,06-01-18,1,7500,30,30,05-02-18,30-01-18
487629300,3.02123E+11,28-07-18,1,7500,30,30,27-08-18,18-10-18
231404741,302727556,03-02-18,1,7500,30,30,05-03-18,20-03-18
638063738,3.02742E+11,11-11-18,1,7500,30,30,11-12-18,11-12-18
483870736,302737604,05-02-18,1,7500,30,30,07-03-18,09-03-18
545571286,3.02024E+11,09-07-18,1,7500,30,30,08-08-18,07-08-18
916499779,302771929,12-02-18,1,7500,30,30,15-03-18,19-03-18
997891172,303201063,09-05-18,5,7500,30,30,08-06-18,20-05-18
289594445,302634363,15-01-18,1,7500,30,30,14-02-18,07-02-18
525836282,302867661,02-03-18,2,7500,30,30,02-04-18,10-04-18
791167645,302630322,13-01-18,1,7500,30,30,12-02-18,12-02-18
115570879,302856366,01-03-18,1,7500,30,30,31-03-18,04-05-18
921757307,302858201,01-03-18,1,7500,30,30,31-03-18,20-03-18
150116520,302595911,05-01-18,6,7500,30,30,04-02-18,30-01-18
588894628,302769761,12-02-18,1,7500,30,30,15-03-18,04-03-18
528080367,302683099,24-01-18,1,7500,30,30,24-02-18,27-02-18
95928169,302736793,05-02-18,1,7500,30,30,07-03-18,07-03-18
708616408,302779341,14-02-18,1,7500,30,30,16-03-18,15-03-18
678871473,302627224,12-01-18,1,7500,30,30,11-02-18,27-02-18
262822262,302719408,01-02-18,1,7500,30,30,03-03-18,08-06-18
239835966,303173218,05-05-18,3,7500,30,30,04-06-18,04-06-18
678096496,3.01733E+11,12-05-18,1,7500,30,30,11-06-18,05-09-18
931865469,3.02878E+11,04-12-18,2,7500,30,30,03-01-19,09-12-18
936896858,3.02487E+11,29-09-18,3,7500,30,30,29-10-18,03-11-18
752369589,302733475,04-02-18,1,7500,30,30,06-03-18,26-02-18
373313076,302882093,06-03-18,2,7500,30,30,05-04-18,31-05-18
887749980,303068162,15-04-18,2,7500,30,30,15-05-18,15-05-18
593898029,302717789,01-02-18,1,7500,30,30,03-03-18,04-03-18
466228212,302866966,02-03-18,2,7500,30,30,01-04-18,04-04-18
444900612,3.02374E+11,11-09-18,1,7500,30,30,11-10-18,23-10-18
233208651,302719040,01-02-18,4,7500,30,30,03-03-18,28-02-18
218831750,302601754,07-01-18,1,7500,30,30,06-02-18,20-09-18
911483364,3.01849E+11,04-06-18,2,7500,30,30,04-07-18,04-07-18
19473702,3.0272E+11,07-11-18,1,7500,30,30,07-12-18,13-12-18
2203003,302861956,02-03-18,5,7500,30,30,01-04-18,04-04-18
381384451,302607397,08-01-18,4,7500,30,30,07-02-18,03-02-18
716287475,3.01769E+11,19-05-18,1,7500,30,30,18-06-18,06-07-18
116001017,302749298,08-02-18,2,7500,30,30,10-03-18,11-04-18
149464877,302827044,23-02-18,1,7500,30,30,25-03-18,23-03-18
159270862,302670010,22-01-18,1,7500,30,30,21-02-18,20-02-18
733899473,302693597,26-01-18,2,7500,30,30,25-02-18,25-02-18
85698169,302825894,23-02-18,1,7500,30,30,25-03-18,04-04-18
150105352,302703342,28-01-18,2,7500,30,30,27-02-18,03-03-18
49670377,302808358,20-02-18,2,7500,30,30,22-03-18,19-03-18
105532494,302601895,07-01-18,1,7500,30,30,06-02-18,26-01-18
402604116,3.02817E+11,24-11-18,3,7500,30,30,24-12-18,25-12-18
959804780,3.01957E+11,25-06-18,2,7500,30,30,25-07-18,03-08-18
644794832,3.0196E+11,26-06-18,1,7500,30,30,26-07-18,28-08-18
800080227,3.02627E+11,23-10-18,23,7500,30,30,22-11-18,22-11-18
381402077,302790467,16-02-18,6,7500,30,30,18-03-18,18-03-18
60681102,302607004,08-01-18,1,7500,30,30,08-02-18,17-02-18
563994804,3.0274E+11,10-11-18,1,7500,30,30,10-12-18,12-12-18
613888989,302843545,27-02-18,1,7500,30,30,29-03-18,09-05-18
752427970,302681910,24-01-18,1,7500,30,30,23-02-18,15-03-18
133530919,302951000,21-03-18,3,7500,30,30,20-04-18,17-05-18
57109870,302584150,02-01-18,1,7500,30,30,01-02-18,01-02-18
384037608,303004216,01-04-18,5,7500,30,30,02-05-18,05-06-18
111663610,302711761,30-01-18,1,7500,30,30,01-03-18,26-02-18
566333164,302827022,23-02-18,1,7500,30,30,25-03-18,30-04-18
925690801,3.01762E+11,17-05-18,1,7500,30,30,18-06-18,26-07-18
885864900,3.02147E+11,02-08-18,3,7500,30,30,01-09-18,18-12-18
756188375,3.02407E+11,16-09-18,3,7500,30,30,16-10-18,20-09-18
788683561,303008388,03-04-18,3,7500,30,30,03-05-18,04-04-18
613011211,302638281,15-01-18,1,7500,30,30,14-02-18,13-02-18
485094186,3.02567E+11,13-10-18,1,7500,30,30,12-11-18,12-11-18
178769260,302769628,12-02-18,1,7500,30,30,14-03-18,06-03-18
548830801,302580542,01-01-18,1,7500,30,30,31-01-18,31-01-18
736684455,302940511,18-03-18,2,7500,30,30,17-04-18,16-04-18
911694676,302713440,31-01-18,1,7500,30,30,02-03-18,02-03-18
709401660,303160998,03-05-18,2,7500,30,30,04-06-18,04-06-18
333723306,3.0288E+11,05-12-18,4,7500,30,30,04-01-19,03-01-19
58921348,302906874,11-03-18,2,7500,30,30,10-04-18,13-04-18
923659303,3.02858E+11,01-12-18,1,7500,30,30,31-12-18,05-12-18
10585622,303182165,07-05-18,3,7500,30,30,06-06-18,04-06-18
971803336,3.02332E+11,04-09-18,2,7500,30,30,04-10-18,25-12-18
667797821,3.02701E+11,04-11-18,1,7500,30,30,04-12-18,12-12-18
865136560,3.02144E+11,01-08-18,1,7500,30,30,31-08-18,18-08-18
790352380,302629868,13-01-18,1,7500,30,30,13-02-18,04-02-18
806778707,302772987,13-02-18,1,7500,30,30,15-03-18,20-03-18
694548846,3.02116E+11,27-07-18,3,7500,30,30,26-08-18,18-09-18
831586836,3.02695E+11,03-11-18,2,7500,30,30,03-12-18,27-11-18
310392593,302920816,14-03-18,1,7500,30,30,14-04-18,04-04-18
724637213,3.02423E+11,19-09-18,1,7500,30,30,19-10-18,15-10-18
304570860,302610894,09-01-18,1,7500,30,30,08-02-18,29-01-18
940148150,302944665,19-03-18,3,7500,30,30,18-04-18,13-04-18
370421949,303019285,05-04-18,3,7500,30,30,05-05-18,28-04-18
862678552,3.02275E+11,25-08-18,1,7500,30,30,24-09-18,09-09-18
925833460,3.02022E+11,09-07-18,1,7500,30,30,08-08-18,08-08-18
732974545,3.0172E+11,10-05-18,4,7500,30,30,11-06-18,11-06-18
775029702,3.02495E+11,01-10-18,2,7500,30,30,31-10-18,31-10-18
296935050,302615571,10-01-18,1,7500,30,30,09-02-18,06-02-18
52142085,3.02711E+11,06-11-18,1,7500,30,30,06-12-18,03-12-18
855736465,3.0191E+11,15-06-18,1,7500,30,30,16-07-18,16-07-18
43896769,3.02527E+11,06-10-18,2,7500,30,30,05-11-18,23-10-18
300885033,302754669,09-02-18,1,7500,30,30,11-03-18,11-03-18
48709465,302597744,06-01-18,4,7500,30,30,05-02-18,03-02-18
916844006,302944076,19-03-18,1,7500,30,30,18-04-18,30-04-18
296666926,3.02139E+11,01-08-18,1,7500,30,30,31-08-18,27-08-18
752913938,302644950,17-01-18,1,7500,30,30,16-02-18,08-02-18
154789461,3.02512E+11,04-10-18,1,7500,30,30,03-11-18,05-10-18
733225958,3.02493E+11,01-10-18,1,7500,30,30,31-10-18,01-11-18
996427843,302635195,15-01-18,2,7500,30,30,14-02-18,14-02-18
397692566,302847656,27-02-18,2,7500,30,30,29-03-18,29-03-18
644365254,302779272,14-02-18,1,7500,30,30,19-03-18,15-07-18
681856915,302794814,17-02-18,2,7500,30,30,19-03-18,15-03-18
647746196,302892853,08-03-18,2,7500,30,30,07-04-18,07-04-18
251882608,3.02347E+11,06-09-18,1,7500,30,30,06-10-18,06-10-18
633866506,302930178,16-03-18,2,7500,30,30,15-04-18,20-06-18
431417489,3.02767E+11,15-11-18,1,7500,30,30,15-12-18,15-12-18
235238750,303001006,31-03-18,3,7500,30,30,30-04-18,27-04-18
643459349,302920282,14-03-18,4,7500,30,30,13-04-18,28-03-18
671400534,302762346,10-02-18,3,7500,30,30,12-03-18,02-03-18
216431638,302638767,15-01-18,2,7500,30,30,15-02-18,26-02-18
335476158,302580485,01-01-18,1,7500,30,30,01-02-18,29-01-18
706319430,302924051,15-03-18,2,7500,30,30,14-04-18,04-04-18
993925098,302898900,09-03-18,2,7500,30,30,08-04-18,12-05-18
639764118,302734314,04-02-18,1,7500,30,30,06-03-18,13-02-18
866299704,302783772,15-02-18,1,7500,30,30,17-03-18,22-03-18
300906418,302855254,01-03-18,1,7500,30,30,31-03-18,03-04-18
181225443,3.02595E+11,17-10-18,1,7500,30,30,16-11-18,09-11-18
25477324,302848736,28-02-18,1,7500,30,30,31-03-18,31-03-18
892337050,302744706,07-02-18,1,7500,30,30,09-03-18,01-03-18
410148533,302721797,01-02-18,1,7500,30,30,03-03-18,03-03-18
152687572,302902930,10-03-18,2,7500,30,30,09-04-18,26-03-18
581161620,302640439,16-01-18,1,7500,30,30,15-02-18,29-01-18
77878173,3.02035E+11,12-07-18,2,7500,30,30,13-08-18,20-08-18
295510220,3.01861E+11,06-06-18,2,7500,30,30,06-07-18,02-07-18
977962940,3.02752E+11,13-11-18,1,7500,30,30,13-12-18,12-12-18
774279040,3.02395E+11,14-09-18,1,7500,30,30,14-10-18,22-10-18
928681165,302709408,30-01-18,1,7500,30,30,01-03-18,23-03-18
774901377,302668894,22-01-18,1,7500,30,30,21-02-18,16-06-18
816427534,3.02233E+11,18-08-18,12,7500,30,30,17-09-18,16-09-18
285646329,302698941,27-01-18,1,7500,30,30,26-02-18,28-02-18
38656199,3.02144E+11,01-08-18,3,7500,30,30,31-08-18,20-08-18
352943986,3.02846E+11,29-11-18,2,7500,30,30,29-12-18,16-01-19
523757445,302708092,29-01-18,1,7500,30,30,02-03-18,02-03-18
387380876,3.02133E+11,31-07-18,3,7500,30,30,30-08-18,03-08-18
390794866,302929329,16-03-18,2,7500,30,30,15-04-18,21-03-18
497107832,3.02721E+11,07-11-18,1,7500,30,30,07-12-18,05-12-18
659689787,302638290,15-01-18,1,7500,30,30,15-02-18,10-02-18
106105286,302705591,29-01-18,1,7500,30,30,01-03-18,05-03-18
386250820,303095149,20-04-18,4,7500,30,30,20-05-18,19-05-18
167464914,302586161,03-01-18,1,7500,30,30,02-02-18,26-03-18
2907613,3.02172E+11,07-08-18,1,7500,30,30,06-09-18,03-09-18
295620961,302709684,30-01-18,1,7500,30,30,01-03-18,28-02-18
720363977,3.0253E+11,07-10-18,7,7500,30,30,06-11-18,29-10-18
73401142,3.01847E+11,04-06-18,2,7500,30,30,04-07-18,03-07-18
863794966,302814392,21-02-18,1,7500,30,30,23-03-18,09-05-18
341471194,3.01725E+11,11-05-18,6,7500,30,30,11-06-18,31-05-18
251418885,3.02808E+11,22-11-18,2,15000,15,60,22-01-19,22-12-18
105426650,302807066,20-02-18,2,7500,30,30,22-03-18,22-04-18
159731561,302926087,15-03-18,2,7500,30,30,14-04-18,14-04-18
837402524,3.02896E+11,08-12-18,2,7500,30,30,07-01-19,11-12-18
36979144,302634044,15-01-18,1,7500,30,30,14-02-18,16-02-18
658048579,302745134,07-02-18,1,7500,30,30,09-03-18,08-03-18
375003450,3.02064E+11,17-07-18,1,7500,30,30,16-08-18,15-08-18
787205753,302879062,05-03-18,4,7500,30,30,04-04-18,30-03-18
662168557,302650272,18-01-18,1,7500,30,30,17-02-18,17-02-18
804330064,3.02175E+11,07-08-18,2,7500,30,30,06-09-18,06-09-18
159945550,3.0259E+11,17-10-18,1,7500,30,30,16-11-18,06-12-18
32311940,3.01994E+11,03-07-18,2,7500,30,30,02-08-18,06-08-18
26980910,302589144,04-01-18,5,7500,30,30,05-02-18,01-02-18
65950448,302852864,28-02-18,1,7500,30,30,30-03-18,30-03-18
746272578,3.02634E+11,24-10-18,2,7500,30,30,23-11-18,23-11-18
966837117,3.01906E+11,14-06-18,1,7500,30,30,16-07-18,13-07-18
466262330,302846873,27-02-18,2,7500,30,30,29-03-18,09-04-18
559474076,302678099,23-01-18,1,7500,30,30,22-02-18,22-02-18
89474693,302703948,29-01-18,5,7500,30,30,28-02-18,28-02-18
559408231,3.02678E+11,31-10-18,1,7500,30,30,30-11-18,29-11-18
532921491,302782101,14-02-18,1,7500,30,30,16-03-18,15-03-18
467371646,302739689,06-02-18,2,7500,30,30,08-03-18,08-03-18
999072271,3.02702E+11,04-11-18,1,7500,30,30,04-12-18,03-12-18
155329831,3.0176E+11,17-05-18,2,7500,30,30,18-06-18,15-06-18
523018039,302645433,17-01-18,1,7500,30,30,16-02-18,20-01-18
675972114,302748398,07-02-18,1,7500,30,30,09-03-18,07-03-18
638130575,3.0228E+11,27-08-18,1,7500,30,30,26-09-18,26-09-18
686558059,3.01983E+11,30-06-18,2,7500,30,30,30-07-18,08-09-18
912290005,302744019,06-02-18,1,7500,30,30,08-03-18,23-05-18
519674353,302587355,03-01-18,3,7500,30,30,02-02-18,02-02-18
550197302,3.02268E+11,24-08-18,1,7500,30,30,23-09-18,23-09-18
892277770,3.02866E+11,03-12-18,3,7500,30,30,02-01-19,22-12-18
657637051,302590779,04-01-18,1,7500,30,30,03-02-18,13-03-18
95603742,302591978,04-01-18,1,7500,30,30,04-02-18,31-01-18
191115740,302657503,19-01-18,2,7500,30,30,18-02-18,22-02-18
490283509,303032116,07-04-18,2,7500,30,30,07-05-18,07-05-18
758179354,302596557,05-01-18,1,7500,30,30,04-02-18,30-01-18
151876969,302786072,15-02-18,1,7500,30,30,17-03-18,21-03-18
37218883,3.02161E+11,05-08-18,1,7500,30,30,04-09-18,30-08-18
251839715,3.02369E+11,10-09-18,1,7500,30,30,10-10-18,24-10-18
844913508,302849384,28-02-18,1,7500,30,30,30-03-18,31-03-18
29861970,3.02102E+11,24-07-18,1,7500,30,30,23-08-18,22-08-18
542575659,302578596,01-01-18,1,7500,30,30,31-01-18,03-01-18
983019636,303000463,31-03-18,2,7500,30,30,30-04-18,04-04-18
736502825,3.02257E+11,23-08-18,2,7500,30,30,22-09-18,22-09-18
705587230,3.02712E+11,06-11-18,2,7500,30,30,06-12-18,03-12-18
68296451,303008698,03-04-18,2,7500,30,30,03-05-18,08-05-18
139420975,302863390,02-03-18,1,7500,30,30,01-04-18,08-10-18
359317700,302729561,03-02-18,1,7500,30,30,05-03-18,05-03-18
31947410,3.01823E+11,30-05-18,2,7500,30,30,29-06-18,25-09-18
413179947,302633278,14-01-18,1,7500,30,30,13-02-18,31-01-18
579986988,302879620,05-03-18,2,7500,30,30,04-04-18,30-03-18
749085876,3.01885E+11,11-06-18,4,7500,30,30,11-07-18,01-09-18
864423882,302708255,29-01-18,1,7500,30,30,01-03-18,27-02-18
49163426,302779934,14-02-18,1,7500,30,30,16-03-18,09-05-18
795005129,302613696,09-01-18,1,7500,30,30,08-02-18,15-01-18
78021788,302916911,13-03-18,2,7500,30,30,12-04-18,14-04-18
499316650,303170697,04-05-18,2,7500,30,30,04-06-18,04-06-18
708286575,3.01913E+11,15-06-18,1,7500,30,30,16-07-18,14-07-18
390134460,302765580,11-02-18,5,7500,30,30,13-03-18,10-03-18
767579830,302671489,22-01-18,4,7500,30,30,21-02-18,21-02-18
166319502,3.02303E+11,30-08-18,3,7500,30,30,29-09-18,03-10-18
995480572,302904418,10-03-18,4,7500,30,30,09-04-18,03-04-18
587493671,3.02526E+11,06-10-18,1,7500,30,30,05-11-18,08-11-18
242797344,302804344,19-02-18,1,7500,30,30,21-03-18,22-03-18
804155857,3.01781E+11,21-05-18,2,7500,30,30,20-06-18,16-06-18
122661501,302817413,22-02-18,1,7500,30,30,24-03-18,24-03-18
826407015,3.02353E+11,07-09-18,12,7500,30,30,07-10-18,18-10-18
178677453,302791534,16-02-18,3,7500,30,30,18-03-18,08-03-18
442398400,302715098,31-01-18,1,7500,30,30,02-03-18,02-03-18
164293607,3.02556E+11,11-10-18,1,7500,30,30,10-11-18,18-10-18
920806253,3.02472E+11,27-09-18,1,7500,30,30,27-10-18,09-11-18
729934026,3.01795E+11,24-05-18,1,7500,30,30,25-06-18,05-07-18
848049110,3.01962E+11,26-06-18,1,7500,30,30,26-07-18,27-07-18
891738385,3.02372E+11,11-09-18,1,7500,30,30,11-10-18,11-10-18
413065560,302922270,14-03-18,1,7500,30,30,13-04-18,09-04-18
121586610,3.02179E+11,08-08-18,3,7500,30,30,07-09-18,27-09-18
368603964,302738935,05-02-18,5,7500,30,30,07-03-18,02-03-18
772703709,302607889,08-01-18,2,7500,30,30,07-02-18,06-02-18
737919983,3.02714E+11,06-11-18,4,7500,30,30,06-12-18,16-11-18
482610334,3.02371E+11,10-09-18,1,7500,30,30,10-10-18,12-11-18
879430322,302643631,16-01-18,1,7500,30,30,15-02-18,09-02-18
492954954,303201761,09-05-18,1,7500,30,30,08-06-18,25-07-18
859200358,302701019,28-01-18,3,7500,30,30,27-02-18,07-03-18
631264575,302600338,06-01-18,1,7500,30,30,05-02-18,29-04-18
738664536,303004277,01-04-18,1,7500,30,30,03-05-18,06-06-18
714415706,3.02896E+11,07-12-18,4,15000,15,60,06-02-19,09-01-19
745141607,3.02228E+11,17-08-18,1,7500,30,30,16-09-18,16-10-18
30829438,302649032,17-01-18,3,7500,30,30,16-02-18,16-02-18
747739008,302752103,08-02-18,1,7500,30,30,13-03-18,13-03-18
12739639,3.01845E+11,03-06-18,5,7500,30,30,03-07-18,02-07-18
112612912,302707674,29-01-18,3,7500,30,30,28-02-18,10-02-18
570857620,302918637,14-03-18,2,7500,30,30,13-04-18,13-04-18
237077059,3.02448E+11,23-09-18,2,7500,30,30,23-10-18,23-10-18
981768947,3.01943E+11,22-06-18,2,7500,30,30,23-07-18,07-07-18
950533500,302651153,18-01-18,2,7500,30,30,17-02-18,17-02-18
391025217,302607817,08-01-18,1,7500,30,30,08-02-18,09-02-18
712496621,3.02516E+11,04-10-18,1,7500,30,30,03-11-18,17-10-18
189301655,3.02566E+11,13-10-18,2,7500,30,30,12-11-18,20-11-18
774788130,303200438,09-05-18,6,7500,30,30,08-06-18,30-05-18
874756930,302885631,07-03-18,2,7500,30,30,06-04-18,17-04-18
706415844,3.02867E+11,03-12-18,7,7500,30,30,02-01-19,30-12-18
620183677,302591220,04-01-18,2,7500,30,30,03-02-18,03-02-18
351491824,302607848,08-01-18,1,7500,30,30,09-02-18,09-05-18
913548727,302710986,30-01-18,1,7500,30,30,01-03-18,19-02-18
238919660,302923409,14-03-18,3,7500,30,30,14-04-18,13-04-18
671136860,3.02827E+11,26-11-18,2,7500,30,30,27-12-18,19-12-18
576830620,302856088,01-03-18,3,7500,30,30,31-03-18,12-07-18
764722086,302931308,16-03-18,2,7500,30,30,15-04-18,10-04-18
586613101,302585527,03-01-18,3,7500,30,30,02-02-18,04-02-18
242227643,3.0188E+11,10-06-18,2,7500,30,30,10-07-18,12-07-18
78093608,3.02729E+11,09-11-18,2,7500,30,30,09-12-18,30-11-18
63243799,302605265,08-01-18,2,7500,30,30,07-02-18,06-02-18
704294322,302631540,14-01-18,1,7500,30,30,13-02-18,05-02-18
144227648,302582780,02-01-18,2,7500,30,30,01-02-18,02-02-18
964510149,302636726,15-01-18,2,7500,30,30,14-02-18,20-01-18
251997198,302772445,13-02-18,1,7500,30,30,15-03-18,14-03-18
899011279,302585439,03-01-18,3,7500,30,30,02-02-18,12-10-18
648637210,3.02788E+11,19-11-18,1,7500,30,30,19-12-18,17-12-18
464788691,302683579,24-01-18,1,7500,30,30,24-02-18,11-02-18
